Fiji,2441.08,3972012570.535,Oceania
Guatemala,2344,50388454861.111,North America
Indonesia,2312.70,917869910105.749,Asia
Thailand,2076.32,397559992407.450,Asia
Philippines,1914.42,250092093547.532,Asia
Chad,1885.27,12368071038.736,Africa
Pakistan,1711.46,224383620829.570,Asia
Ghana,1455.61,41939728978.728,Africa
Papua New Guinea,1356.17,21295834133.231,Oceania
Sri Lanka,1295.72,68434399083.410,Asia
China,1275.54,8560547314679.280,Asia
Mauritania,1185.67,5225533499.829,Africa
Mali,1176.70,12442747897.222,Africa
India,1122.11,1827637859135.700,Asia
Cameroon,1094.54,29104437355.040,Africa
Sierra Leone,1093.17,3801862611.364,Africa
Bolivia,1065.79,27084497539.797,South America
Benin,1022.36,8152554487.313,Africa
Comoros,972.25,570865941.229,Africa
Botswana,894.18,14686278707.459,Africa
Togo,858.31,3866617462.619,Africa
Bhutan,847.65,1823692109.617,Asia
Cambodia,804.33,14038383450.186,Asia
Kenya,760.85,50412754821.980,Africa
Vietnam,756.67,155820001920.492,Asia
Afghanistan,708.90,20536542736.730,Asia
Liberia,644.00,1735500000.000,Africa
Zambia,627.91,25503370699.202,Africa
Tanzania,653.62,39087748240.440,Africa
Uganda,472.70,23132149256.974,Africa
Nepal,455.19,18851513891.066,Asia
Senegal,454.17,14225310518.786,Africa
Ethiopia,428.18,43310721414.083,Africa
Malawi,411.18,6028470988.536,Africa
Zimbabwe,394.33,14242490252.429,Africa
Rwanda,392.88,7315702176.364,Africa
Lesotho,337.96,2678494689.403,Africa
Mozambique,325.99,14534278446.309,Africa
Madagascar,297.13,9919780071.288,Africa
Burundi,214.09,2472384906.998,Africa
Slovenia,135371.22,46352802765.576,Europe
Norway,86236.16,510229136226.902,Europe
Iceland,83460.70,14218575093.024,Europe
New Zealand,79903.05,176192886551.397,Oceania
France,77598.54,2681416108537.390,Europe
Israel,77160.38,257296579579.346,Asia
Canada,70655.06,1824288757447.570,North America
Netherlands,69111.41,828946812396.788,Europe
Belgium,67093.52,497884216568.867,Europe
Finland,66912.87,256706466091.089,Europe
Sweden,64561.74,543880647757.404,Europe
Lebanon,61099.29,43868565281.725,Asia
Australia,57946.54,1538194473087.230,Oceania
Denmark,55003.33,327148899962.146,Europe
Japan,51653.44,6203213121334.120,Asia
Italy,48271.16,2072823157059.760,Europe
Luxembourg,46067.46,56677961787.072,Europe
Singapore,45947.93,289162118908.538,Asia
Austria,39198.87,409425234155.263,Europe
Kuwait,38078.62,174070025008.932,Asia
Spain,33778.50,1336018949805.580,Europe
Germany,32561.63,3543983909148.010,Europe
Saudi Arabia,31827.34,735974843360.000,Asia
Switzerland,31607.07,668043614122.870,Europe
Croatia,27930.11,56485301967.421,Europe
Qatar,20331.52,186833516483.516,Asia
Bahrain,19847.07,30749308510.638,Asia
Argentina,18504.66,545982375701.128,South America
Bulgaria,18323.61,53903028252.300,Europe
Iraq,18212.96,218000986222.639,Asia
Malaysia,17826.82,314443149443.149,Asia
Cyprus,17816.30,25041372221.508,Europe
Uruguay,17712.91,51264390121.414,South America
Greece,15969.36,245670666639.047,Europe
Guyana,15353.76,2861562265.883,South America
Suriname,14747.98,4980000000.000,South America
Belarus,14437.30,65685102554.876,Europe
Ireland,14285.08,225571857948.338,Europe
Barbados,14144.12,4656350000.000,North America
Armenia,13741.51,10619320048.586,Europe
Hungary,11928.01,127856647107.820,Europe
Lithuania,11449.01,42847900765.807,Europe
Estonia,11269.39,23043864510.054,Europe
Dominica,10919.35,485997988.148,North America
Romania,10190.12,171664638717.490,Europe
Turkey,9376.03,873981786532.072,Asia
Portugal,9194.09,216368178659.447,Europe
Latvia,9148.67,28119996053.251,Europe
Brazil,8883.05,2465188674415.030,South America
Chile,8799.70,267122320056.702,South America
Montenegro,8548.39,4087724527.817,Europe
Mauritius,8470.86,11668685524.127,Africa
South Africa,8295.74,396332598448.215,Africa
Dominican Republic,8196.72,60613645121.353,North America
Costa Rica,8174.98,46473128285.559,North America
Nigeria,7755.79,460953836444.364,Africa
Tuvalu,7076.53,39875750.673,Oceania
Jordan,6766.18,30937277605.634,Asia
Maldives,6620.68,2886170570.488,Asia
Ecuador,6041.17,87924544000.000,South America
Kazakhstan,5973.87,207998568865.789,Asia
Tonga,5645.64,472358251.224,Oceania
Colombia,5604.78,369659697842.885,South America
Ukraine,5147.38,175781379051.433,Europe
Belize,5129.14,1573618750.000,North America
Algeria,5112.22,209058991952.125,Africa
Serbia,4989.52,40742313861.137,Europe
Tunisia,4788.92,45044112939.369,Africa
Mexico,4750.73,1186598324461.820,North America
Mongolia,4712.26,12292770631.197,Asia
Panama,4588.11,39954761200.000,North America
Nicaragua,4515.96,10532001129.670,North America
Cuba,4345.95,73141000000.000,North America
El Salvador,4333.75,23813600000.000,North America
Palau,4218.96,215095100.000,Oceania
Poland,4047.81,500284003684.372,Europe
Morocco,4041.09,98266306615.363,Africa
Vanuatu,4037.82,781702874.106,Oceania
Paraguay,3987.95,24595319573.755,South America
Grenada,3963.28,799882148.148,North America
Swaziland,3925.88,4823831656.516,Africa
Albania,3915.34,12319784787.299,Europe
Jamaica,3735.66,14800165406.773,North America
Kiribati,3642.19,188045661.628,Oceania
Namibia,3592.96,13016272898.904,Africa
Samoa,3540.93,801168622.338,Oceania
Honduras,3268.69,18528506894.059,North America
Gabon,3252.38,17171446922.210,Africa
Moldova,3249.10,7284686576.284,Europe
Azerbaijan,3032.24,69684317718.941,Europe
Uzbekistan,3013.32,51821573338.131,Asia
Peru,2973.29,192648999090.082,South America
Georgia,2669.89,15846474595.773,Europe
Sudan,2637.53,68125631150.294,Africa
Oman,2569.86,76689583355.007,Asia
Fiji,2441.08,3972012570.535,Oceania
Guatemala,2344,50388454861.111,North America
Indonesia,2312.70,917869910105.749,Asia
Thailand,2076.32,397559992407.450,Asia
Philippines,1914.42,250092093547.532,Asia
Chad,1885.27,12368071038.736,Africa
Pakistan,1711.46,224383620829.570,Asia
Ghana,1455.61,41939728978.728,Africa
Papua New Guinea,1356.17,21295834133.231,Oceania
Sri Lanka,1295.72,68434399083.410,Asia
China,1275.54,8560547314679.280,Asia
Mauritania,1185.67,5225533499.829,Africa
Mali,1176.70,12442747897.222,Africa
India,1122.11,1827637859135.700,Asia
Cameroon,1094.54,29104437355.040,Africa
Sierra Leone,1093.17,3801862611.364,Africa
Bolivia,1065.79,27084497539.797,South America
Benin,1022.36,8152554487.313,Africa
Comoros,972.25,570865941.229,Africa
Botswana,894.18,14686278707.459,Africa
Togo,858.31,3866617462.619,Africa
Bhutan,847.65,1823692109.617,Asia
Cambodia,804.33,14038383450.186,Asia
Kenya,760.85,50412754821.980,Africa
Vietnam,756.67,155820001920.492,Asia
Afghanistan,708.90,20536542736.730,Asia
Liberia,644.00,1735500000.000,Africa
Zambia,627.91,25503370699.202,Africa
Tanzania,653.62,39087748240.440,Africa
Uganda,472.70,23132149256.974,Africa
Nepal,455.19,18851513891.066,Asia
Senegal,454.17,14225310518.786,Africa
Ethiopia,428.18,43310721414.083,Africa
Malawi,411.18,6028470988.536,Africa
Zimbabwe,394.33,14242490252.429,Africa
Rwanda,392.88,7315702176.364,Africa
Lesotho,337.96,2678494689.403,Africa
Mozambique,325.99,14534278446.309,Africa
Madagascar,297.13,9919780071.288,Africa
Burundi,214.09,2472384906.998,Africa
Slovenia,135371.22,46352802765.576,Europe
Norway,86236.16,510229136226.902,Europe
Iceland,83460.70,14218575093.024,Europe
New Zealand,79903.05,176192886551.397,Oceania
France,77598.54,2681416108537.390,Europe
Israel,77160.38,257296579579.346,Asia
Canada,70655.06,1824288757447.570,North America
Netherlands,69111.41,828946812396.788,Europe
Belgium,67093.52,497884216568.867,Europe
Finland,66912.87,256706466091.089,Europe
Sweden,64561.74,543880647757.404,Europe
Lebanon,61099.29,43868565281.725,Asia
Australia,57946.54,1538194473087.230,Oceania
Denmark,55003.33,327148899962.146,Europe
Japan,51653.44,6203213121334.120,Asia
Italy,48271.16,2072823157059.760,Europe
Luxembourg,46067.46,56677961787.072,Europe
Singapore,45947.93,289162118908.538,Asia
Austria,39198.87,409425234155.263,Europe
Kuwait,38078.62,174070025008.932,Asia
Spain,33778.50,1336018949805.580,Europe
Germany,32561.63,3543983909148.010,Europe
Saudi Arabia,31827.34,735974843360.000,Asia
Switzerland,31607.07,668043614122.870,Europe
Croatia,27930.11,56485301967.421,Europe
Qatar,20331.52,186833516483.516,Asia
Bahrain,19847.07,30749308510.638,Asia
Argentina,18504.66,545982375701.128,South America
Bulgaria,18323.61,53903028252.300,Europe
Iraq,18212.96,218000986222.639,Asia
Malaysia,17826.82,314443149443.149,Asia
Cyprus,17816.30,25041372221.508,Europe
Uruguay,17712.91,51264390121.414,South America
Greece,15969.36,245670666639.047,Europe
Guyana,15353.76,2861562265.883,South America
Suriname,14747.98,4980000000.000,South America
Belarus,14437.30,65685102554.876,Europe
Ireland,14285.08,225571857948.338,Europe
Barbados,14144.12,4656350000.000,North America
Armenia,13741.51,10619320048.586,Europe
Hungary,11928.01,127856647107.820,Europe
Lithuania,11449.01,42847900765.807,Europe
Estonia,11269.39,23043864510.054,Europe
Dominica,10919.35,485997988.148,North America
Romania,10190.12,171664638717.490,Europe
Turkey,9376.03,873981786532.072,Asia
Portugal,9194.09,216368178659.447,Europe
Latvia,9148.67,28119996053.251,Europe
Brazil,8883.05,2465188674415.030,South America
Chile,8799.70,267122320056.702,South America
Montenegro,8548.39,4087724527.817,Europe
Mauritius,8470.86,11668685524.127,Africa
South Africa,8295.74,396332598448.215,Africa
Dominican Republic,8196.72,60613645121.353,North America
Costa Rica,8174.98,46473128285.559,North America
Nigeria,7755.79,460953836444.364,Africa
Tuvalu,7076.53,39875750.673,Oceania
Jordan,6766.18,30937277605.634,Asia
Maldives,6620.68,2886170570.488,Asia
Ecuador,6041.17,87924544000.000,South America
Kazakhstan,5973.87,207998568865.789,Asia
Tonga,5645.64,472358251.224,Oceania
Colombia,5604.78,369659697842.885,South America
Ukraine,5147.38,175781379051.433,Europe
Belize,5129.14,1573618750.000,North America
Algeria,5112.22,209058991952.125,Africa
Serbia,4989.52,40742313861.137,Europe
Tunisia,4788.92,45044112939.369,Africa
Mexico,4750.73,1186598324461.820,North America
Mongolia,4712.26,12292770631.197,Asia
Panama,4588.11,39954761200.000,North America
Nicaragua,4515.96,10532001129.670,North America
Cuba,4345.95,73141000000.000,North America
El Salvador,4333.75,23813600000.000,North America
Palau,4218.96,215095100.000,Oceania
Poland,4047.81,500284003684.372,Europe
Morocco,4041.09,98266306615.363,Africa
Vanuatu,4037.82,781702874.106,Oceania
Paraguay,3987.95,24595319573.755,South America
Grenada,3963.28,799882148.148,North America
Swaziland,3925.88,4823831656.516,Africa
Albania,3915.34,12319784787.299,Europe
Jamaica,3735.66,14800165406.773,North America
Kiribati,3642.19,188045661.628,Oceania
Namibia,3592.96,13016272898.904,Africa
Samoa,3540.93,801168622.338,Oceania
Honduras,3268.69,18528506894.059,North America
Gabon,3252.38,17171446922.210,Africa
Moldova,3249.10,7284686576.284,Europe
Azerbaijan,3032.24,69684317718.941,Europe
Uzbekistan,3013.32,51821573338.131,Asia
Peru,2973.29,192648999090.082,South America
Georgia,2669.89,15846474595.773,Europe
Sudan,2637.53,68125631150.294,Africa
Oman,2569.86,76689583355.007,Asia
Fiji,2441.08,3972012570.535,Oceania
Guatemala,2344,50388454861.111,North America
Indonesia,2312.70,917869910105.749,Asia
Thailand,2076.32,397559992407.450,Asia
Philippines,1914.42,250092093547.532,Asia
Chad,1885.27,12368071038.736,Africa
Pakistan,1711.46,224383620829.570,Asia
Ghana,1455.61,41939728978.728,Africa
Papua New Guinea,1356.17,21295834133.231,Oceania
Sri Lanka,1295.72,68434399083.410,Asia
China,1275.54,8560547314679.280,Asia
Mauritania,1185.67,5225533499.829,Africa
Mali,1176.70,12442747897.222,Africa
India,1122.11,1827637859135.700,Asia
Cameroon,1094.54,29104437355.040,Africa
Sierra Leone,1093.17,3801862611.364,Africa
Bolivia,1065.79,27084497539.797,South America
Benin,1022.36,8152554487.313,Africa
Comoros,972.25,570865941.229,Africa
Botswana,894.18,14686278707.459,Africa
Togo,858.31,3866617462.619,Africa
Bhutan,847.65,1823692109.617,Asia
Cambodia,804.33,14038383450.186,Asia
Kenya,760.85,50412754821.980,Africa
Vietnam,756.67,155820001920.492,Asia
Afghanistan,708.90,20536542736.730,Asia
Liberia,644.00,1735500000.000,Africa
Zambia,627.91,25503370699.202,Africa
Tanzania,653.62,39087748240.440,Africa
Uganda,472.70,23132149256.974,Africa
Nepal,455.19,18851513891.066,Asia
Senegal,454.17,14225310518.786,Africa
Ethiopia,428.18,43310721414.083,Africa
Malawi,411.18,6028470988.536,Africa
Zimbabwe,394.33,14242490252.429,Africa
Rwanda,392.88,7315702176.364,Africa
Lesotho,337.96,2678494689.403,Africa
Mozambique,325.99,14534278446.309,Africa
Madagascar,297.13,9919780071.288,Africa
Burundi,214.09,2472384906.998,Africa
